iter	RMSE
923	443.0401178
924	442.9997631
925	442.9626334
926	442.9495383
927	442.9336782
928	442.9046712
929	442.8550721
930	442.8353187
931	442.8042958
932	442.7674804
933	442.7393824
934	442.615846
935	442.5715199
936	442.4981597
937	442.4675968
938	442.4144698
939	442.376315
940	442.31745
941	442.2526889
942	442.0427826
943	441.9581017
944	441.9302637
945	441.8492436
946	441.7296858
947	441.6583262
948	441.6277719
949	441.5857754
950	441.5674053
951	441.4918211
952	441.4109042
953	441.3431791
954	441.2748947
955	441.2744835
956	441.1975759
957	441.156745
958	441.0976731
959	441.029468
960	441.0290998
961	440.982365
962	440.9649035
963	440.85635
964	440.7932089
965	440.7621344
966	440.6298914
967	440.6069242
968	440.4555933
969	440.3155436
970	440.2531961
971	440.2009667
972	440.1588876
973	440.0834001
974	440.0644162
975	440.0017903
976	439.9859853
977	439.9619652
978	439.8722308
979	439.7762394
980	439.6419638
981	439.5143616
982	439.4988906
983	439.4270904
984	439.3905543
985	439.337178
986	439.2584886
987	439.2118005
988	439.1981887
989	439.1734354
990	439.0971721
991	439.0397768
992	438.9571683
993	438.8832187
994	438.7889669
995	438.7178984
996	438.583802
997	438.3719216
998	438.2752342
999	438.2634197
